q	pval	rep	L	contrast	phenotype	covar	pc
8.79608871586833	1.41667602658503e-18	A2	1000	east	StandingHeight_50	no-FGr	0.
0.903511390515941	0.36625454568593	A2	1000	east	StandingHeight_50	no-FGr	40.
-4.80163767683305	1.57373251675745e-06	A2	1000	north	StandingHeight_50	no-FGr	0.
-0.3396205127221	0.734142328483637	A2	1000	north	StandingHeight_50	no-FGr	40.
8.79608871586833	1.41667602658503e-18	A2	3162	east	StandingHeight_50	no-FGr	0.
0.903511390515941	0.36625454568593	A2	3162	east	StandingHeight_50	no-FGr	40.
-4.80163767683305	1.57373251675745e-06	A2	3162	north	StandingHeight_50	no-FGr	0.
-0.3396205127221	0.734142328483637	A2	3162	north	StandingHeight_50	no-FGr	40.
8.79608871586833	1.41667602658503e-18	A2	10000	east	StandingHeight_50	no-FGr	0.
0.903511390515941	0.36625454568593	A2	10000	east	StandingHeight_50	no-FGr	40.
-4.80163767683305	1.57373251675745e-06	A2	10000	north	StandingHeight_50	no-FGr	0.
-0.3396205127221	0.734142328483637	A2	10000	north	StandingHeight_50	no-FGr	40.
8.79608871586833	1.41667602658503e-18	A2	31623	east	StandingHeight_50	no-FGr	0.
0.903511390515941	0.36625454568593	A2	31623	east	StandingHeight_50	no-FGr	40.
-4.80163767683305	1.57373251675745e-06	A2	31623	north	StandingHeight_50	no-FGr	0.
-0.3396205127221	0.734142328483637	A2	31623	north	StandingHeight_50	no-FGr	40.
8.79608871586833	1.41667602658503e-18	A2	1e+05	east	StandingHeight_50	no-FGr	0.
0.903511390515941	0.36625454568593	A2	1e+05	east	StandingHeight_50	no-FGr	40.
-4.80163767683305	1.57373251675745e-06	A2	1e+05	north	StandingHeight_50	no-FGr	0.
-0.3396205127221	0.734142328483637	A2	1e+05	north	StandingHeight_50	no-FGr	40.
8.79608871586833	1.41667602658503e-18	A2	316228	east	StandingHeight_50	no-FGr	0.
0.903511390515941	0.36625454568593	A2	316228	east	StandingHeight_50	no-FGr	40.
-4.80163767683305	1.57373251675745e-06	A2	316228	north	StandingHeight_50	no-FGr	0.
-0.3396205127221	0.734142328483637	A2	316228	north	StandingHeight_50	no-FGr	40.
8.79608871586833	1.41667602658503e-18	A2	1e+06	east	StandingHeight_50	no-FGr	0.
0.903511390515941	0.36625454568593	A2	1e+06	east	StandingHeight_50	no-FGr	40.
-4.80163767683305	1.57373251675745e-06	A2	1e+06	north	StandingHeight_50	no-FGr	0.
-0.3396205127221	0.734142328483637	A2	1e+06	north	StandingHeight_50	no-FGr	40.
6.42611180430902	1.30909134666223e-10	A2	1000	east	StandingHeight_50	FGr-LOCO	0.
0.833580684369797	0.404517313911975	A2	1000	east	StandingHeight_50	FGr-LOCO	40.
-3.07116987349793	0.00213221804233397	A2	1000	north	StandingHeight_50	FGr-LOCO	0.
-0.230291810592435	0.817865023815162	A2	1000	north	StandingHeight_50	FGr-LOCO	40.
2.98185847610239	0.0028650440799938	A2	3162	east	StandingHeight_50	FGr-LOCO	0.
0.91013898213943	0.362749218562165	A2	3162	east	StandingHeight_50	FGr-LOCO	40.
-1.66563749331284	0.0957856386609508	A2	3162	north	StandingHeight_50	FGr-LOCO	0.
-0.321150234581012	0.748096543160176	A2	3162	north	StandingHeight_50	FGr-LOCO	40.
-1.29719477181046	0.194564179167508	A2	10000	east	StandingHeight_50	FGr-LOCO	0.
0.84764562208198	0.396635358625558	A2	10000	east	StandingHeight_50	FGr-LOCO	40.
2.58278481810179	0.00980064290377068	A2	10000	north	StandingHeight_50	FGr-LOCO	0.
-0.359968755772115	0.718870498791744	A2	10000	north	StandingHeight_50	FGr-LOCO	40.
-3.67964249629727	0.000233561152288761	A2	31623	east	StandingHeight_50	FGr-LOCO	0.
0.878132302767991	0.379871924671476	A2	31623	east	StandingHeight_50	FGr-LOCO	40.
3.60388322611363	0.000313497948484938	A2	31623	north	StandingHeight_50	FGr-LOCO	0.
-0.322039312939899	0.747422912221016	A2	31623	north	StandingHeight_50	FGr-LOCO	40.
-1.59078318606668	0.111658378200444	A2	1e+05	east	StandingHeight_50	FGr-LOCO	0.
0.888510098617513	0.374266426128129	A2	1e+05	east	StandingHeight_50	FGr-LOCO	40.
2.55551926082261	0.0106029492872167	A2	1e+05	north	StandingHeight_50	FGr-LOCO	0.
-0.264417011854114	0.791458604306578	A2	1e+05	north	StandingHeight_50	FGr-LOCO	40.
-2.21142683116604	0.0270062935272413	A2	316228	east	StandingHeight_50	FGr-LOCO	0.
0.791609382941199	0.42858847417151	A2	316228	east	StandingHeight_50	FGr-LOCO	40.
3.28622979379022	0.001015381389175	A2	316228	north	StandingHeight_50	FGr-LOCO	0.
-0.32144650639679	0.747872044519531	A2	316228	north	StandingHeight_50	FGr-LOCO	40.
-2.22298286768493	0.026216955237719	A2	1e+06	east	StandingHeight_50	FGr-LOCO	0.
0.837624847816154	0.402241433054184	A2	1e+06	east	StandingHeight_50	FGr-LOCO	40.
3.30287227338008	0.000956999669319587	A2	1e+06	north	StandingHeight_50	FGr-LOCO	0.
-0.348330427640082	0.727592045050963	A2	1e+06	north	StandingHeight_50	FGr-LOCO	40.
