q	p	q_NoSign	p_NoSign	phenotype	covar	pc	contrast	rep	testSize	gwasSize
-5.5863402166788	2.31904715864461e-08	-4.46386991345111	8.04924450688096e-06	StandingHeight_Normalized_50	FALSE	0	sharp	tp1	2e+05	2e+05
6.32621699853395	2.51244435782571e-10	6.63593589019728	3.22449977619037e-11	StandingHeight_Normalized_50	FALSE	10	sharp	tp1	2e+05	2e+05
3.08360903532867	0.0020450615455633	1.93005125127476	0.0536004877866977	StandingHeight_Normalized_50	FALSE	0	north	tp1	2e+05	2e+05
-2.70952596772582	0.00673794304674655	-3.09881699873593	0.00194294991696615	StandingHeight_Normalized_50	FALSE	10	north	tp1	2e+05	2e+05
-7.45886229495692	8.72727586954076e-14	-5.54055088279663	3.01521609871466e-08	StandingHeight_Normalized_50	FALSE	0	east	tp1	2e+05	2e+05
4.9168514914819	8.79472177546837e-07	5.52146785312586	3.36179326029668e-08	StandingHeight_Normalized_50	FALSE	10	east	tp1	2e+05	2e+05
-3.38958566060933	0.00069998335477219	-2.59595241905733	0.00943291268890342	StandingHeight_Normalized_50	TRUE	0	sharp	tp1	2e+05	2e+05
5.41731747291251	6.0499860439259e-08	5.70170580102645	1.1861441622457e-08	StandingHeight_Normalized_50	TRUE	10	sharp	tp1	2e+05	2e+05
2.86391411358288	0.00418441452200742	1.70225089346044	0.0887083459877054	StandingHeight_Normalized_50	TRUE	0	north	tp1	2e+05	2e+05
-2.65491280664712	0.00793289105838644	-3.01475783968084	0.00257184506221977	StandingHeight_Normalized_50	TRUE	10	north	tp1	2e+05	2e+05
-6.42813600896178	1.29178137966559e-10	-4.62097958502287	3.81932361343427e-06	StandingHeight_Normalized_50	TRUE	0	east	tp1	2e+05	2e+05
4.87922374885829	1.06504184890352e-06	5.45775377394585	4.8219569608033e-08	StandingHeight_Normalized_50	TRUE	10	east	tp1	2e+05	2e+05
