q	p	q_NoSign	p_NoSign	phenotype	covar	pc	contrast	rep	testSize	gwasSize
-5.3795700216727	7.46639504112211e-08	-4.40307692278048	1.06726302892877e-05	StandingHeight_Normalized_50	FALSE	0	sharp	tp1	1e+05	3e+05
4.23004516013892	2.33644402482868e-05	4.07409486841711	4.6193649927668e-05	StandingHeight_Normalized_50	FALSE	10	sharp	tp1	1e+05	3e+05
3.07977041946796	0.00207160213408916	1.72175995224512	0.0851130119815884	StandingHeight_Normalized_50	FALSE	0	north	tp1	1e+05	3e+05
-3.2751993343181	0.00105587442013824	-4.13065133524319	3.61736869356354e-05	StandingHeight_Normalized_50	FALSE	10	north	tp1	1e+05	3e+05
-7.16096582406938	8.01106213239383e-13	-5.21465865976044	1.84156023877972e-07	StandingHeight_Normalized_50	FALSE	0	east	tp1	1e+05	3e+05
4.22458087091529	2.39385878914226e-05	4.91030341265466	9.09355799233803e-07	StandingHeight_Normalized_50	FALSE	10	east	tp1	1e+05	3e+05
-3.66304935477669	0.00024923049445644	-3.53866717639272	0.000402152545740324	StandingHeight_Normalized_50	TRUE	0	sharp	tp1	1e+05	3e+05
3.631353715174	0.000281938452023665	3.22105335871095	0.00127720366546746	StandingHeight_Normalized_50	TRUE	10	sharp	tp1	1e+05	3e+05
3.23828620415208	0.00120250110643166	1.93677431784646	0.0527729365930517	StandingHeight_Normalized_50	TRUE	0	north	tp1	1e+05	3e+05
-3.02861060396672	0.00245681126579051	-3.87761666386364	0.000105484748868683	StandingHeight_Normalized_50	TRUE	10	north	tp1	1e+05	3e+05
-6.9918534403664	2.7127819599907e-12	-4.96505728317859	6.86807950130274e-07	StandingHeight_Normalized_50	TRUE	0	east	tp1	1e+05	3e+05
3.89855492388758	9.67684533118205e-05	4.45643140148567	8.33352506823598e-06	StandingHeight_Normalized_50	TRUE	10	east	tp1	1e+05	3e+05
