q	pval	rep	L	contrast	phenotype	covar	pc
40.1356945731879	0	B1	1000	Lat	StandingHeight_50	no-FGr	0.
-0.128508236538447	0.897746780455432	B1	1000	Lat	StandingHeight_50	no-FGr	40.
-36.6727497103052	1.98608266362056e-294	B1	1000	Long	StandingHeight_50	no-FGr	0.
0.255025173014016	0.798703656651628	B1	1000	Long	StandingHeight_50	no-FGr	40.
40.1356945731879	0	B1	3162	Lat	StandingHeight_50	no-FGr	0.
-0.128508236538447	0.897746780455432	B1	3162	Lat	StandingHeight_50	no-FGr	40.
-36.6727497103052	1.98608266362056e-294	B1	3162	Long	StandingHeight_50	no-FGr	0.
0.255025173014016	0.798703656651628	B1	3162	Long	StandingHeight_50	no-FGr	40.
40.1356945731879	0	B1	10000	Lat	StandingHeight_50	no-FGr	0.
-0.128508236538447	0.897746780455432	B1	10000	Lat	StandingHeight_50	no-FGr	40.
-36.6727497103052	1.98608266362056e-294	B1	10000	Long	StandingHeight_50	no-FGr	0.
0.255025173014016	0.798703656651628	B1	10000	Long	StandingHeight_50	no-FGr	40.
40.1356945731879	0	B1	31623	Lat	StandingHeight_50	no-FGr	0.
-0.128508236538447	0.897746780455432	B1	31623	Lat	StandingHeight_50	no-FGr	40.
-36.6727497103052	1.98608266362056e-294	B1	31623	Long	StandingHeight_50	no-FGr	0.
0.255025173014016	0.798703656651628	B1	31623	Long	StandingHeight_50	no-FGr	40.
40.1356945731879	0	B1	1e+05	Lat	StandingHeight_50	no-FGr	0.
-0.128508236538447	0.897746780455432	B1	1e+05	Lat	StandingHeight_50	no-FGr	40.
-36.6727497103052	1.98608266362056e-294	B1	1e+05	Long	StandingHeight_50	no-FGr	0.
0.255025173014016	0.798703656651628	B1	1e+05	Long	StandingHeight_50	no-FGr	40.
40.1356945731879	0	B1	316228	Lat	StandingHeight_50	no-FGr	0.
-0.128508236538447	0.897746780455432	B1	316228	Lat	StandingHeight_50	no-FGr	40.
-36.6727497103052	1.98608266362056e-294	B1	316228	Long	StandingHeight_50	no-FGr	0.
0.255025173014016	0.798703656651628	B1	316228	Long	StandingHeight_50	no-FGr	40.
40.1356945731879	0	B1	1e+06	Lat	StandingHeight_50	no-FGr	0.
-0.128508236538447	0.897746780455432	B1	1e+06	Lat	StandingHeight_50	no-FGr	40.
-36.6727497103052	1.98608266362056e-294	B1	1e+06	Long	StandingHeight_50	no-FGr	0.
0.255025173014016	0.798703656651628	B1	1e+06	Long	StandingHeight_50	no-FGr	40.
9.7876935722135	1.27163430914699e-22	B1	1000	Lat	StandingHeight_50	FGr-LOCO	0.
-0.12860061392899	0.897673680497996	B1	1000	Lat	StandingHeight_50	FGr-LOCO	40.
3.54726710025725	0.000389249739763952	B1	1000	Long	StandingHeight_50	FGr-LOCO	0.
0.254972027521544	0.798744704146087	B1	1000	Long	StandingHeight_50	FGr-LOCO	40.
8.87243210585561	7.15654763105956e-19	B1	3162	Lat	StandingHeight_50	FGr-LOCO	0.
-0.125802255249643	0.899888456527927	B1	3162	Lat	StandingHeight_50	FGr-LOCO	40.
16.2620801066795	1.83404177445733e-59	B1	3162	Long	StandingHeight_50	FGr-LOCO	0.
0.250767924152562	0.8019935421223	B1	3162	Long	StandingHeight_50	FGr-LOCO	40.
6.06130426406415	1.35022133021457e-09	B1	10000	Lat	StandingHeight_50	FGr-LOCO	0.
-0.127720611578696	0.898370078001163	B1	10000	Lat	StandingHeight_50	FGr-LOCO	40.
25.0722229531723	9.99424643348223e-139	B1	10000	Long	StandingHeight_50	FGr-LOCO	0.
0.26044626704679	0.794519558021529	B1	10000	Long	StandingHeight_50	FGr-LOCO	40.
6.80980260181936	9.77327543199078e-12	B1	31623	Lat	StandingHeight_50	FGr-LOCO	0.
-0.118434151056475	0.905723667558627	B1	31623	Lat	StandingHeight_50	FGr-LOCO	40.
-7.45847887799087	8.75270472643479e-14	B1	31623	Long	StandingHeight_50	FGr-LOCO	0.
0.249829446473457	0.802719246667297	B1	31623	Long	StandingHeight_50	FGr-LOCO	40.
5.66912612898998	1.43527680832139e-08	B1	1e+05	Lat	StandingHeight_50	FGr-LOCO	0.
-0.128997362799783	0.897359735575498	B1	1e+05	Lat	StandingHeight_50	FGr-LOCO	40.
23.0905142144126	5.76633980907966e-118	B1	1e+05	Long	StandingHeight_50	FGr-LOCO	0.
0.287738238743942	0.773547116987511	B1	1e+05	Long	StandingHeight_50	FGr-LOCO	40.
5.74115001243689	9.40357408250669e-09	B1	316228	Lat	StandingHeight_50	FGr-LOCO	0.
-0.0894318774082277	0.928738690454889	B1	316228	Lat	StandingHeight_50	FGr-LOCO	40.
25.6281049353406	7.41837078947285e-145	B1	316228	Long	StandingHeight_50	FGr-LOCO	0.
0.296181252610188	0.767091665137658	B1	316228	Long	StandingHeight_50	FGr-LOCO	40.
5.55454876318808	2.7832980973682e-08	B1	1e+06	Lat	StandingHeight_50	FGr-LOCO	0.
-0.149270833450142	0.881339928935841	B1	1e+06	Lat	StandingHeight_50	FGr-LOCO	40.
26.0417874110595	1.66674082263603e-149	B1	1e+06	Long	StandingHeight_50	FGr-LOCO	0.
0.307836426016104	0.758206802649777	B1	1e+06	Long	StandingHeight_50	FGr-LOCO	40.
