q	p	q_NoSign	p_NoSign	phenotype	covar	pc	contrast
0.20394117794147	0.838399465902326	0.516921920144917	0.605210665130572	env_0.05	FALSE	0	smooth.all-PC0.results
4.0240080096162	5.72159698428108e-05	3.0194866720721	0.0025320343334478	env_0.5	FALSE	0	smooth.all-PC0.results
40.3319147301674	0	39.7319603819238	0	env_2.0	FALSE	0	smooth.all-PC0.results
-0.236818282948552	0.812797767220074	0.184148144669134	0.853897238250799	env_0.05	FALSE	10	smooth.all-PC10.results
1.33364457626337	0.182320366682073	1.55450790164665	0.120063313339603	env_0.5	FALSE	10	smooth.all-PC10.results
0.56128117294378	0.574605874072684	0.501140095556445	0.616272530163497	env_2.0	FALSE	10	smooth.all-PC10.results
-0.0774998640621422	0.938225899412678	0.264289822347715	0.791556602146107	env_0.05	FALSE	40	smooth.all-PC40.results
1.33959326369471	0.180377615052491	1.55450790164665	0.120063313339603	env_0.5	FALSE	40	smooth.all-PC40.results
1.20660600317802	0.227583913749835	1.03453983756512	0.300883862993955	env_2.0	FALSE	40	smooth.all-PC40.results
0.0547610131929044	0.956328860736096	0.358233082944084	0.72016889126237	env_0.05	TRUE	0	smooth.all-PC0.results
1.88390766286801	0.0595774665391585	2.12540405081138	0.0335529125716806	env_0.5	TRUE	0	smooth.all-PC0.results
4.04175513450123	5.30526163857474e-05	3.90833709851218	9.2933577229302e-05	env_2.0	TRUE	0	smooth.all-PC0.results
-0.236848147111202	0.812774598042341	0.184148144669134	0.853897238250799	env_0.05	TRUE	10	smooth.all-PC10.results
1.33312068455724	0.182492202424042	1.55450790164665	0.120063313339603	env_0.5	TRUE	10	smooth.all-PC10.results
1.14595351021748	0.251814388566058	1.10703765983277	0.268277646376249	env_2.0	TRUE	10	smooth.all-PC10.results
-0.0775255304026973	0.938205482063983	0.264289822347715	0.791556602146107	env_0.05	TRUE	40	smooth.all-PC40.results
1.33901206673972	0.180566744660464	1.55450790164665	0.120063313339603	env_0.5	TRUE	40	smooth.all-PC40.results
1.21194962739003	0.225531663458245	1.03738831366671	0.299554922452781	env_2.0	TRUE	40	smooth.all-PC40.results
