q	p	q_NoSign	p_NoSign	phenotype	covar	pc	contrast
2.63353625276633	0.00845008143136958	2.96717917285191	0.00300545760599232	Educational_Attainment_6138	FALSE	0	east.all-PC0.results
1.31720173974661	0.187771010920032	1.34295321487579	0.179287123547719	Educational_Attainment_6138	FALSE	10	east.all-PC10.results
1.00876741704207	0.313086190826636	1.15977054909563	0.246142237813643	Educational_Attainment_6138	FALSE	40	east.all-PC40.results
-1.5280424900322	0.126501988717985	-1.48164110395627	0.138435815891072	Educational_Attainment_6138	FALSE	0	north.all-PC0.results
-1.54659219588575	0.121961612759836	-1.28676713025824	0.19817546686728	Educational_Attainment_6138	FALSE	10	north.all-PC10.results
-1.81772458129556	0.0691062387477634	-1.64115387276095	0.100765478108497	Educational_Attainment_6138	FALSE	40	north.all-PC40.results
2.70281866636329	0.00687542438186292	2.939406166311	0.00328841825699407	Educational_Attainment_6138	TRUE	0	east.all-PC0.results
1.31855000236302	0.187319598043746	1.34295321487579	0.179287123547719	Educational_Attainment_6138	TRUE	10	east.all-PC10.results
1.17947006346588	0.238211050478557	1.44608544328991	0.148153238078002	Educational_Attainment_6138	TRUE	40	east.all-PC40.results
-1.431864299561	0.15218266104402	-1.37675174202227	0.168589015503524	Educational_Attainment_6138	TRUE	0	north.all-PC0.results
-1.54650826904833	0.121981864592132	-1.28676713025824	0.19817546686728	Educational_Attainment_6138	TRUE	10	north.all-PC10.results
-1.81767506178018	0.0691138115196593	-1.64115387276095	0.100765478108497	Educational_Attainment_6138	TRUE	40	north.all-PC40.results
