q	p	q_NoSign	p_NoSign	phenotype	covar	pc	contrast
1.44228218321058	0.149222784306494	2.16788858123424	0.0301671648654673	StandingHeight_Normalized_50	FALSE	1	0
-1.73064422095054	0.0835152394556341	-1.22344559495866	0.221161441070944	StandingHeight_Normalized_50	FALSE	1	10
-1.9931048819623	0.0462499635372267	-1.56404566574419	0.11780684453564	StandingHeight_Normalized_50	FALSE	1	40
6.3919865502029	1.63744305003948e-10	6.47496349784053	9.483486448652e-11	StandingHeight_Normalized_50	FALSE	2	0
0.375483773250087	0.707300712207348	0.763313643101861	0.445276367512139	StandingHeight_Normalized_50	FALSE	2	10
0.371658933660518	0.710146804345719	0.74751709561805	0.454751487321752	StandingHeight_Normalized_50	FALSE	2	40
-0.631872097344498	0.527470457414005	-0.301605761683882	0.762952615238552	StandingHeight_Normalized_50	FALSE	3	0
-0.91109581595111	0.362244890820413	-0.721367353812524	0.470683526910085	StandingHeight_Normalized_50	FALSE	3	10
-0.829351648783858	0.406905452902214	-0.764586377914206	0.444517883234958	StandingHeight_Normalized_50	FALSE	3	40
-1.5834534408078	0.113318150691211	-1.10614340505057	0.26866445423373	StandingHeight_Normalized_50	FALSE	10	0
-1.14294927344639	0.253059652894165	-0.861430018562048	0.389001248873145	StandingHeight_Normalized_50	FALSE	10	10
-1.02252004075813	0.306534832374574	-0.609517593999314	0.542181414474778	StandingHeight_Normalized_50	FALSE	10	40
0.204645723355544	0.837848929261759	0.257620905271699	0.796699494103253	StandingHeight_Normalized_50	FALSE	20	0
1.2068007934618	0.227508870424764	0.964475553681255	0.334807558951119	StandingHeight_Normalized_50	FALSE	20	10
1.28177142103369	0.199922842327753	1.13116453199433	0.257985847179125	StandingHeight_Normalized_50	FALSE	20	40
0.388858176555524	0.697381062242213	1.10601634881347	0.268719443175189	StandingHeight_Normalized_50	TRUE	1	0
-1.76015155953903	0.0783821126695935	-1.26739921584636	0.205012580052816	StandingHeight_Normalized_50	TRUE	1	10
-1.96851428765604	0.0490088938174112	-1.55539614776088	0.11985175101064	StandingHeight_Normalized_50	TRUE	1	40
1.32431793525341	0.18539747643627	1.50926032853877	0.131232268536443	StandingHeight_Normalized_50	TRUE	2	0
0.33153189250495	0.74024275504479	0.735822641917822	0.461838640071404	StandingHeight_Normalized_50	TRUE	2	10
0.114140417235855	0.909126483245848	0.507246051962848	0.611982186165163	StandingHeight_Normalized_50	TRUE	2	40
-1.00433035358797	0.315219407684412	-0.607530144180929	0.543499144018127	StandingHeight_Normalized_50	TRUE	3	0
-0.898346019583214	0.369001105326792	-0.713441204784602	0.475572783297691	StandingHeight_Normalized_50	TRUE	3	10
-0.904600071704514	0.365677297341733	-0.829930141318636	0.406578282128698	StandingHeight_Normalized_50	TRUE	3	40
-1.56861741687067	0.116737111653341	-1.09848255818259	0.271993829748922	StandingHeight_Normalized_50	TRUE	10	0
-0.975176011166342	0.329472959322169	-0.643343687539074	0.520001114424681	StandingHeight_Normalized_50	TRUE	10	10
-1.01740178968423	0.308962330989589	-0.594395989493687	0.552247290234861	StandingHeight_Normalized_50	TRUE	10	40
0.204645512890628	0.837849093708656	0.257620905271699	0.796699494103253	StandingHeight_Normalized_50	TRUE	20	0
1.21147632190692	0.225712904072136	0.970282551188797	0.331905672288408	StandingHeight_Normalized_50	TRUE	20	10
1.28879609622604	0.197468983552319	1.1547807129762	0.248180237179569	StandingHeight_Normalized_50	TRUE	20	40
