q	p	q_NoSign	p_NoSign	phenotype	covar	pc	contrast
1.28038034726237	0.20041140229107	1.1059160233147	0.268762868723246	StandingHeight_Normalized_50	FALSE	0	north.all-PC0.results
-0.818169879294561	0.413260191704307	-0.143716476624692	0.885724359806673	StandingHeight_Normalized_50	FALSE	10	north.all-PC10.results
-0.0502272357737796	0.95994130793126	0.412684697155558	0.679837638021352	StandingHeight_Normalized_50	FALSE	40	north.all-PC40.results
-0.796489834392555	0.42574738179948	-1.19121179112615	0.233570451812351	StandingHeight_Normalized_50	FALSE	0	east.all-PC0.results
1.23486597466929	0.216880388509416	0.922802930382872	0.356109913448498	StandingHeight_Normalized_50	FALSE	10	east.all-PC10.results
1.73085269684905	0.083478040266006	1.31491435446492	0.188538687911823	StandingHeight_Normalized_50	FALSE	40	east.all-PC40.results
0.871256340963765	0.383614203127622	0.575204687811353	0.565152872745018	StandingHeight_Normalized_50	TRUE	0	north.all-PC0.results
-0.816851116196448	0.414013516481445	-0.143716476624692	0.885724359806673	StandingHeight_Normalized_50	TRUE	10	north.all-PC10.results
-0.0498676203056657	0.960227880439186	0.412684697155558	0.679837638021352	StandingHeight_Normalized_50	TRUE	40	north.all-PC40.results
-0.792149017104713	0.428273791813085	-1.20188780439908	0.229407000123333	StandingHeight_Normalized_50	TRUE	0	east.all-PC0.results
0.94643925114895	0.343924593361968	0.821961574598162	0.411098766584867	StandingHeight_Normalized_50	TRUE	10	east.all-PC10.results
1.68946633514474	0.0911300980331228	1.29864632483683	0.194065332311185	StandingHeight_Normalized_50	TRUE	40	east.all-PC40.results
